first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Eugenia,Tomaszewska,LO/237532/2011,2011/09/02,4899.015000000001,LOGISTYKA,Prawda
Iwona,Nowakowska,MA/575757/2015,2015/05/14,"4 849,6",MARKETING,NIE MA
Aneta,Koz≥owska,SP/860760/2018,2018-03-29,4152.0 ,SPRZEDAØ,False
Czes≥aw,CHMIELEWSKI,IT/956823/2009,2009-10-02,6212.5,IT,Nie
mariusz,SzczepaÒski,SP/841953/2017,2017/09/10,5349.3,SPRZEDAØ,True
Daniela,Kaczmarek,LO/584634/2013,2013-03-05,4697.46,LOGISTYKA,false
ALINA,Walczak,LO/836710/2016,2016-11-14,4994.055,LOGISTYKA,True
,Kalinowski,MA/983533/2017,2017/06/02,"3 514,4",,NIE MA
wojciech,krawczyk,LO/303087/2010,2010-07-29,4067.4150000000004,LOGISTYKA,ma
Boles≥aw,Tomaszewski ,MA/643860/2015,2015-10-11,3986.4000000000005,MARKETING,Tak
Wac≥awa,MICHALSKA ,KA/559438/2015,2015-10-11,4869.635,KADRY,Fa≥sz
edyta,Tomaszewska,ZA/182708/2017,2017-06-02 ,66770.0,ZARZ•D,Tak
Ludwika,Wieczorek,LO/559737/2017,2017-02-22,4340.655000000001,LOGISTYKA,1
ZDZIS£AW,Grabowski,IT/134412/2018,2018-07-07,5645.75,IT,nie ma
Lucjan,WÛjcik,MA/276084/2015,2015-11-30T00:00:00,"5 056,0",MARKETING,NIE
Witold,Kaümierczak,LO/872811/2014,2014-12-15,4899.460500000001,LOGISTYKA,1
Bogdan,SzczepaÒski,SP/712764/2017,2017/04/13,3837.8999999999996,SPRZEDAØ,NIE
URSZULA,Grabowska,MA/718152/2016,2016-09-25T00:00:00,4000.4800000000005,MARKETING,ma 
Stanis≥awa,Wojciechowska,KS/229070/2014,2014/12/15,5749.8,KSI GOWOå∆,NIE
Kazimierz,,SP/515927/2018,2018-03-29,4572.15,SPRZEDAØ,NIE
Rafa≥,,KA/898744/2013,2013-11-10T00:00:00,"4 217,55",KADRY,FA£SZ
Czes≥aw,Paw≥owski,SP/139936/2009,2009-08-13,3837.7350000000006,SPRZEDAØ,Tak
Urszula ,gÛrska,LO/691296/2017,2017/10/30,4665.6,LOGISTYKA,False
Olga,Witkowska,CZ/301166/2014,2014-04-09,3166.0,CZYSTOå∆,NIE MA
Irena,Wojciechowska,SP/439062/2010,2010/09/17,4573.8,SPRZEDAØ,1
RAFA£,WrÛbel ,KA/578612/2015,2015-03-25,4476.400000000001,KADRY,False
Waldemar,chmielewski,MA/249650/2012,2012-03-20T00:00:00,4341.920000000001,MARKETING,Tak
Krzysztof,Chmielewski,SP/434175/2013,,3564.75,SPRZEDAØ,Fa≥sz
Stanis≥awa,Paw≥owska,KS/341225/2010,2010-06-09T00:00:00,6239.200000000001,KSI GOWOå∆,Prawda
Regina,Sikora,MA/379592/2013,2013-03-05T00:00:00,4518.400000000001,MARKETING,NIE MA
Mieczys≥awa,Pawlak,CZ/353830/2012,2012-01-30T00:00:00,3425.0 ,CZYSTOå∆  ,false
Helena,Nowakowska,KS/195148/2018,2018-07-07T00:00:00,"7 224,8",KSI GOWOå∆,TAK
aleksander,Jab≥oÒski,LO/673469/2016,2016-09-25,4392.63,LOGISTYKA,tak
Ryszard,Nowak,KS/285342/2012  ,2012/11/25,7100.500000000001  ,KSI GOWOå∆,Prawda
Bogus≥aw,Ko≥odziej,LO/725592/2009,2009-10-02T00:00:00,4529.25,LOGISTYKA,Fa≥sz
Celina,Grabowska,MA/251453/2009,2009-08-13,"5 846,544000000002",MARKETING,MA
Ludwika,Adamczyk,KA/566221/2011  ,2011-10-22,5682.765000000001,KADRY ,TAK 
LEON,B•K,LO/741384/2016,2016-08-06,4697.1900000000005,LOGISTYKA,0
sylwia  ,Dπbrowska,CZ/979225/2017,2017-07-22,"2 194,2  ",CZYSTOå∆,False
Bronis≥aw,Makowski,KA/810271/2011,2011/10/22,5067.4305,KADRY,1
Karol,Majewski,SP/881958/2012,,4854.0,SPRZEDAØ,0
Tomasz,Kubiak,CZ/396486/2017 ,2017-02-22T00:00:00,2434.1900000000005,CZYSTOå∆,TAK
,Sikora,MA/363671/2018,2018-02-07,4697.440000000001,MARKETING,Tak 
Joanna ,WÛjcik,CZ/599554/2018,2018-03-29,3158.0  ,CZYSTOå∆ ,False
TOMASZ,Michalak ,KS/270490/2018,2018-05-18,4683.2,KSI GOWOå∆,nie
Arkadiusz,SAWICKI,OC/200135/2016,2016/09/25,"2 710,4",OCHRONA,tak
Marian,WÛjcik,CZ/391035/2011,2011-12-11,2347.4,CZYSTOå∆,MA
Henryka,Kwiatkowska,CZ/602469/2015,2015/02/03,2415.6000000000004 ,CZYSTOå∆  ,TAK 
Krystyna ,nowicka,KA/362388/2013,2013-12-30,3681.0950000000007,KADRY,True  
,KR”L,KA/472856/2010,2010-12-26,4969.765,KADRY,FA£SZ
Kazimiera,piotrowska,CZ/985739/2017,2017/02/22,"3 414,0  ",CZYSTOå∆, 
Waldemar,SzymaÒski,KA/622360/2015,2015-11-30T00:00:00,4077.5075000000006,KADRY,TAK
Ludwika,Walczak,MA/969351/2014,2014-10-26,4980.96,MARKETING,NIE
ZYGMUNT,Chmielewski,CZ/433462/2017,2017/09/10,3475.9,CZYSTOå∆,0
BERNADETA,Kowalska,MA/450071/2011,2011-09-02T00:00:00,5408.0,MARKETING ,FA£SZ
Andrzej,JAWORSKI,KA/140404/2012,2012-11-25,3836.25,KADRY,NIE
lech,lewandowski,KA/502796/2015,2015-11-30,5167.8550000000005  ,KADRY,tak
Regina,JasiÒska,KS/853492/2018,2018-10-15T00:00:00,"4 304,0",KSI GOWOå∆,Fa≥sz
Janina,JasiÒska,LO/128137/2011,2011/05/25,3959.2800000000007,LOGISTYKA,Fa≥sz
Emilia     ,Szewczyk ,MA/358365/2014,2014/02/18,5769.104000000001,MARKETING,tak
Gabriela,Pawlak  ,SP/983951/2011,2011/09/02,3538.5,SPRZEDAØ ,nie ma
Antoni,Lis    ,KS/928041/2013,2013-04-24,6070.0,KSI GOWOå∆,False
JACEK,OLSZEWSKI,KS/521655/2016,2016/01/19,5462.6,KSI GOWOå∆,true
Justyna,ZieliÒska,SP/901756/2009,2009-08-13,4362.6,,1
ALDONA,Kowalska,LO/843034/2012,2012-11-25 ,"4 627,705500000001",LOGISTYKA,tak
Jaros≥aw,DUDA,MA/570067/2017,2017-06-02T00:00:00,4028.8,MARKETING,FA£SZ
Zdzis≥awa,Walczak,CZ/487522/2015,2015-11-30,3278.0,CZYSTOå∆,False
Stefania,Woüniak,SP/641382/2013,2013-06-13,3587.43,SPRZEDAØ,True
Wojciech,Piotrowski,MA/448409/2017,2017-06-02,4971.200000000001,MARKETING,Nie
franciszek,Kucharski,SP/545197/2011,2011/02/14,4645.74,SPRZEDAØ,Tak
Henryk,Krupa,SP/870435/2013  ,2013-04-24,4714.5,SPRZEDAØ,False
Jerzy,Ostrowski,LO/936065/2017  ,2017-01-03T00:00:00,"3 929,8500000000004",LOGISTYKA,Fa≥sz
Dariusz,Jakubowski  ,OC/710314/2012,2012/01/30 ,2957.9,OCHRONA,NIE MA
natalia,Piotrowska,ZA/551040/2014,2014-10-26  ,69080.0,,MA 
W≥adys≥awa,MALINOWSKA  ,CZ/866214/2018,,"3 163,6000000000004",CZYSTOå∆,Tak
beata,Malinowska,SP/677614/2016,2016-04-28,4014.0,SPRZEDAØ,Nie
Wiktor,Zawadzki,KS/320175/2012,2012-01-30,5137.0,KSI GOWOå∆,1
Bronis≥awa ,Walczak,KS/552378/2012,2012-06-28T00:00:00,6866.8,KSI GOWOå∆,nie
,KOWALCZYK,KA/291296/2013,2013-08-02,4752.3,KADRY,nie
Celina,kaczmarek,OC/977261/2013,2013/06/13,2747.1400000000003,OCHRONA,Nie
justyna,Malinowska,MA/313376/2018,2018-02-07,4672.0,MARKETING,
marcin,Kucharski,LO/626918/2011,2011-02-14,4246.02,LOGISTYKA,false
WITOLD,Sikorski,SP/161347/2013,2013-09-21,4764.15,SPRZEDAØ,FA£SZ
Wanda ,Witkowska,KA/219925/2011,2011-10-22T00:00:00,5572.281000000001,KADRY,PRAWDA
Jan,Kowalski,LO/896885/2014,,4237.650000000001,LOGISTYKA,FA£SZ  
Honorata,Baran,SP/974276/2016,2016/09/25,5176.05,SPRZEDAØ,true
Izabela,WÛjcik,SP/350390/2014,2014-02-18,4357.799999999999,SPRZEDAØ,nie ma
Regina,,OC/328766/2011,2011-07-14  ,3341.4700000000003,OCHRONA,FA£SZ
Kazimierz,wasilewski,SP/253389/2011,2011-05-25,"3 163,6499999999996",SPRZEDAØ,NIE MA 
Leszek,Adamski,LO/141726/2014,2014-12-15 ,4033.2600000000007  ,LOGISTYKA,
,Kwiatkowski,KS/873393/2016,2016/06/17,4964.0,KSI GOWOå∆,False
Aleksandra,Mazur,SP/205611/2015 ,2015-10-11,5189.58,SPRZEDAØ,TAK
Tomasz,Laskowski,MA/104079/2010,2010-06-09T00:00:00,4742.400000000001,MARKETING,NIE
,Sobczak,KA/591274/2011,2011-02-14,3965.6595000000007,KADRY  ,MA
Genowefa,StÍpieÒ,MA/335784/2012,2012/11/25  ,4961.76 ,MARKETING,nie
Weronika,JANKOWSKA,KS/293556/2009,2009-06-24,5590.200000000001,KSI GOWOå∆,tak 
zdzis≥awa,Rutkowska,KA/171889/2009,2009-11-21,5354.320000000001,KADRY,
marian,Woüniak,KA/440036/2010,2010-09-17,3479.75 ,KADRY,nie ma
Jadwiga,SIKORA,KS/619053/2010,2010-07-29,7649.180000000001,KSI GOWOå∆,PRAWDA
alfred ,Ostrowski,LO/703561/2010,2010-12-26,"4 100,490000000001",LOGISTYKA,false
Lech,Sadowski,LO/781409/2015,2015-11-30,3117.15,LOGISTYKA,0
Aleksandra,D•BROWSKA  ,OC/271827/2011,2011/02/14,3380.3,OCHRONA,False
,KRAJEWSKI  ,SP/321181/2011,2011-04-05,4731.9,SPRZEDAØ,NIE
czes≥aw ,Szulc,MA/178008/2014,2014/09/06,"5 274,72",MARKETING,
Jacek,Maciejewski,IT/939324/2016,2016-01-19,7253.75,IT,NIE
S≥awomir,Kaczmarek,SP/696495/2015,2015-03-25,"3 274,5",SPRZEDAØ,nie ma
Pawe≥ ,WYSOCKI,MA/855945/2009,2009/11/21,5285.76,MARKETING,nie ma
Franciszek,UrbaÒski,LO/708310/2017,2017-10-30T00:00:00,4066.2000000000003,LOGISTYKA,false
,Adamczyk,KA/395765/2013,2013-09-21,4100.6955,KADRY,true
ANIELA  ,Jankowska ,SP/519806/2010,2010-12-26,5668.245000000002,SPRZEDAØ,true
Ludwik,,MA/731761/2013,2013-01-14,4242.72  ,MARKETING,false
Genowefa,SzymaÒska,KA/465464/2013  ,2013-11-10,3618.32,KADRY,false
Celina,Paw≥owska ,SP/676309/2015,2015-08-22,3951.4500000000003,SPRZEDAØ,nie ma
Halina,Wieczorek,SP/529788/2018,2018-10-15T00:00:00,"3 592,7100000000005",SPRZEDAØ,Tak
Dariusz,KrÛl,SP/547239/2010,2010-11-06,3886.5,SPRZEDAØ,NIE MA
Henryka,Wiúniewska  ,LO/755002/2014,2014-10-26,4534.650000000001,LOGISTYKA  ,Nie
Bronis≥aw,Szulc,OC/796450/2015,2015/07/03  ,3634.4,OCHRONA ,nie
Katarzyna,Pawlak,MA/647679/2018,2018-02-07T00:00:00,"5 781,6",MARKETING ,tak 
Anna,Piotrowska,CZ/427124/2014,2014-12-15,2739.4,CZYSTOå∆,nie
Graøyna,Malinowska,LO/216753/2010  ,2010-07-29,3516.4800000000005,LOGISTYKA  ,MA
Iwona,Olszewska,KS/147867/2010,2010-01-10,4434.8,KSI GOWOå∆,0
Zenon,Chmielewski,LO/188890/2011 ,2011-07-14,4252.365000000001,LOGISTYKA,NIE MA
Iwona,Mazur,KS/189142/2012,2012/11/25,5958.0,KSI GOWOå∆,0
Bernadeta,Jaworska,KS/541282/2014,2014-10-26T00:00:00,6955.4,KSI GOWOå∆,nie ma 
Marcin,Mazurek,OC/873206/2015,2015-08-22,3012.2400000000002,OCHRONA ,nie ma
Agnieszka,Dudek,SP/262477/2016,2016-03-09T00:00:00,"4 105,200000000001",SPRZEDAØ,1
Wojciech,Szewczyk,MA/484451/2013,2013-11-10,"3 674,0800000000004",MARKETING,Fa≥sz
lucyna ,Witkowska,KS/453199/2010,2010-04-20,6952.000000000001,KSI GOWOå∆,TAK
Daniela,Piotrowska,SP/859117/2010,2010-04-20T00:00:00,3700.5,SPRZEDAØ,nie ma
Urszula,PAWLAK,SP/419593/2010 ,2010/07/29 ,5764.4400000000005,SPRZEDAØ,True  
Mieczys≥aw,DUDEK,LO/461315/2016,2016-09-25 ,4342.950000000001,LOGISTYKA,NIE  
marzena,StÍpieÒ,KS/958666/2015,2015-03-25 ,5346.0,KSI GOWOå∆,nie
Kazimierz,WÛjcik,MA/524007/2012,2012-11-25,3432.0 ,MARKETING,NIE MA
Barbara,Michalska,SP/991685/2013,2013/01/14,4501.5,SPRZEDAØ,Nie
,Nowicki,LO/961538/2014,2014/12/15,4249.921500000001,LOGISTYKA,True
Eugenia,SZEWCZYK,LO/862062/2012,2012-03-20,3819.0150000000003,LOGISTYKA,nie ma
Zuzanna,Nowicka,MA/741549/2010,2010-04-20T00:00:00,4440.0,MARKETING,false
Bernadeta,Grabowska  ,KA/679806/2014,2014-02-18,5118.410000000001,KADRY,TAK
Halina,rutkowska,MA/302904/2017,2017/04/13,5497.6,MARKETING,FA£SZ
Eløbieta,Jab≥oÒska,SP/904402/2014,2014/07/18,"4 804,8",SPRZEDAØ,true
Jerzy,JasiÒski,MA/996941/2010,2010-06-09  ,4042.368000000001,MARKETING,true   
Krzysztof,Ostrowski,KS/742078/2018,2018/07/07,4220.0,KSI GOWOå∆,False
Roman,tomaszewski,MA/588052/2011,2011-10-22,"3 832,8",MARKETING,0
Kazimiera,Krawczyk,LO/216521/2013,2013/04/24,"3 919,05",LOGISTYKA,0 
W≥adys≥aw,Lis,MA/732881/2015,2015-07-03,4189.152,MARKETING,PRAWDA
Marzena,Pietrzak ,KS/438432/2012,2012-01-30T00:00:00,4872.0,KSI GOWOå∆,NIE MA
daniela,Michalak ,KS/782152/2013,,4766.2,KSI GOWOå∆,nie
Bernadeta ,Ostrowska,CZ/865082/2010,2010/09/17,2978.7,CZYSTOå∆,Fa≥sz
GABRIELA,WÛjcik,OC/750187/2018,2018-10-15 ,2729.1000000000004,OCHRONA,Fa≥sz
Czes≥aw,Kaümierczak,KA/849166/2013,2013-12-30 ,4558.999500000001,KADRY,MA 
Zofia  ,WrÛbel,KA/829187/2011,2011-07-14,"4 699,6 ",KADRY,NIE MA
Bernard,Zakrzewski,MA/277790/2009,2009-08-13     ,3740.0000000000005,MARKETING,True
Henryk,W≥odarczyk,MA/332915/2015,2015-02-03T00:00:00,4465.648000000001,MARKETING,
Mieczys≥aw,Kaümierczak   ,KS/687231/2012,2012/03/20,6366.8,KSI GOWOå∆,True 
Aldona,Mazur,KS/479354/2018,2018-07-07,"6 268,0 ",KSI GOWOå∆,0
Przemys≥aw,Kowalski,SP/671955/2011,2011-12-11T00:00:00,"5 075,400000000001",SPRZEDAØ,MA
JACEK,Wasilewski,KA/239860/2014,2014-09-06T00:00:00,4527.116,KADRY,true
Mariola,Koz≥owska,MA/266576/2013,2013-09-21T00:00:00,"3 560,0",MARKETING,Fa≥sz  
Mieczys≥aw,Michalski,KA/563284/2012,2012-08-17,4229.95 ,KADRY,nie ma 
Adam,Baran,MA/803776/2012,2012-05-09T00:00:00,4808.0,MARKETING,False
joanna,Jab≥oÒska,CZ/384289/2009,2009-08-13,2908.0,,FA£SZ  
justyna,KRAWCZYK,MA/786860/2012,2012-11-25,5170.080000000001,MARKETING,nie
Agata,KrÛl ,MA/186018/2013,2013/04/24,5222.400000000001,MARKETING,nie
wanda,Ostrowska,LO/439950/2010 ,2010-11-06,4092.9300000000003 ,LOGISTYKA,False
Danuta,Dπbrowska,LO/222066/2016,2016-08-06T00:00:00,4681.935,LOGISTYKA,false
ZENON,Sobczak,KS/637326/2013,2013-09-21,5488.0,KSI GOWOå∆,NIE MA
Urszula,Kowalczyk,LO/682155/2011,2011/07/14,"3 561,6240000000003",LOGISTYKA  ,MA
Jolanta,Lewandowska,LO/801282/2011,2011-10-22,4518.045,LOGISTYKA,False
agnieszka,Kowalczyk,SP/934461/2010  ,2010-04-20T00:00:00,4627.35,SPRZEDAØ,Nie
Edmund,Zalewski,SP/780163/2017,2017-12-19,4809.0, ,0
Eleonora,WÛjcik,MA/670302/2011,2011-07-14,"3 983,52",MARKETING,Nie
Halina  ,Nowak,CZ/616511/2011  ,2011-12-11,2926.0,CZYSTOå∆,NIE
Ireneusz,StÍpieÒ ,SP/433777/2015,2015-07-03,4619.670000000001,SPRZEDAØ,Tak  
Urszula,Woüniak,MA/204680/2013,2013-09-21,3590.4,MARKETING,Nie
Hanna,Krawczyk,SP/521001/2014  ,2014/10/26,5710.650000000001,SPRZEDAØ,
Ma≥gorzata,WÛjcik,MA/322893/2015,2015-10-11,4551.68,MARKETING,0
Agata,Michalak,LO/975559/2013,2013-12-30,4660.375500000001,LOGISTYKA  ,True
Aniela,Pietrzak,SP/481564/2013,2013-03-05,4176.299999999999,SPRZEDAØ,FA£SZ
Alfred,Kowalski,LO/285234/2014,2014-12-15 ,4363.6050000000005,LOGISTYKA,nie ma
Janina,PIETRZAK,MA/407361/2009,2009-08-13,4312.0,MARKETING,NIE MA
Mieczys≥awa,olszewska,MA/357010/2017,2017-10-30T00:00:00,5786.880000000001,MARKETING,MA
Daniela,ZieliÒska,CZ/885749/2018,2018/08/26,2760.78,CZYSTOå∆,Prawda
urszula,Dπbrowska,KA/537262/2017 ,2017-01-03,3634.75,KADRY,0
alicja,Rutkowska,CZ/319879/2016,2016-04-28   ,3244.3,CZYSTOå∆,False
Helena ,Kowalska,MA/120319/2011,2011-09-02,3728.0,MARKETING,False
Alina,witkowska,MA/459132/2018,2018-03-29T00:00:00,3480.0,MARKETING ,Fa≥sz
,SZEWCZYK,OC/691199/2015,2015-08-22,"2 795,87",OCHRONA,FA£SZ  
Stefan,Wojciechowski,KA/600043/2013,2013-11-10T00:00:00,3853.7650000000003,KADRY,False
Henryk,Zajπc,KS/996458/2016,2016-03-09 ,6306.6,KSI GOWOå∆,false
Wiktoria,KamiÒska,KS/170564/2016,2016-03-09,4326.2 ,KSI GOWOå∆,Fa≥sz
karol,Mazurek ,SP/549373/2009,2009-06-24T00:00:00,3415.5 ,SPRZEDAØ,nie
Tomasz,MAKOWSKI,LO/855969/2018,2018-08-26,3715.4700000000007,LOGISTYKA,ma
Artur,Ko≥odziej,MA/511101/2016,2016-11-14,4713.280000000001,MARKETING,Tak
R”ØA,Woüniak,KS/457059/2012,2012-10-06T00:00:00,5819.22,KSI GOWOå∆,Tak 
Ryszard,Wojciechowski,CZ/866322/2013,2013/06/13,2591.6000000000004,CZYSTOå∆,Tak
Ma≥gorzata,StÍpieÒ,KA/345557/2014,2014-09-06T00:00:00,4659.3,KADRY,nie ma
Witold,Lis,KA/608049/2010  ,2010-09-17,4814.3,KADRY,0
Alfreda,dπbrowska,CZ/829697/2013   ,2013-12-30  ,3466.0,CZYSTOå∆,false
Mieczys≥aw,Bπk,MA/976963/2016,,4729.280000000001,MARKETING,
GENOWEFA ,Jaworska,LO/782657/2010,2010-09-17,4715.145,LOGISTYKA ,nie ma
bernard ,zieliÒski,LO/364622/2012,2012-05-09,3393.9,LOGISTYKA ,NIE
Stanis≥aw,marciniak,LO/929959/2011,2011-02-14  ,3246.8040000000005,LOGISTYKA,tak
LUCJAN,Michalski,KA/395022/2013,2013/03/05,4953.955,,NIE MA
Beata,StÍpieÒ,KA/373076/2014,2014/07/18,4423.7,KADRY ,nie
Witold,Dudek,IT/158109/2018,2018-10-15,5973.000000000001,IT,Prawda
jÛzef,Rutkowski,SP/732745/2015,2015-10-11T00:00:00,"3 759,1499999999996",SPRZEDAØ  ,nie ma
Daniela,KrÛl,LO/448340/2017,,2962.9800000000005,LOGISTYKA ,nie ma
Bogus≥aw,Jankowski,MA/847211/2012 ,2012-10-06,4362.88,MARKETING,
Irena,Szewczyk ,SP/367261/2012,2012-05-09,5088.0,SPRZEDAØ,Nie
Wies≥awa,,LO/984242/2017,2017/02/22,"3 529,8450000000007",LOGISTYKA,1
Pawe≥ ,D•BROWSKI,CZ/594142/2014,2014-12-15  ,2929.2,CZYSTOå∆,NIE MA
Sylwester,StÍpieÒ,LO/740546/2011,2011-04-05,3512.7000000000003,LOGISTYKA,false
franciszka,WrÛbel,KA/718871/2017,2017-04-13,4926.055,KADRY,false
Renata,Ostrowska,LO/183603/2016,2016-09-25,4179.978000000001 ,LOGISTYKA,tak
,Malinowska,KS/114464/2013,2013-11-10,4940.9800000000005,KSI GOWOå∆,MA
miros≥aw ,Borkowski,SP/628243/2009,2009-08-13,5067.0,SPRZEDAØ,NIE MA  
Honorata,Baran,LO/644499/2011,2011-12-11,4153.950000000001,LOGISTYKA,nie ma
Ireneusz,Zalewski,LO/861601/2015,2015-08-22,4500.09,LOGISTYKA,NIE MA
Stefania,Olszewska,SP/353582/2012,2012/03/20,4015.7999999999997,SPRZEDAØ,NIE 
Marcin,Grabowski,KA/273300/2012,2012-05-09,5139.025000000001,KADRY,Fa≥sz
Aldona ,Dπbrowska ,KA/768375/2017,2017/01/03,"4 110,29",KADRY,NIE
,sadowski,SP/778746/2010,2010-07-29T00:00:00,3748.3500000000004,SPRZEDAØ,NIE 
Arkadiusz,Nowak,MA/954124/2017 ,2017/07/22,3994.56,MARKETING,nie
Mieczys≥awa,StÍpieÒ,KA/851385/2013,2013-01-14,5407.02,KADRY,False
Zbigniew,UrbaÒski,KA/377448/2012,2012-01-30,4563.2,KADRY,False
Adela ,LEWANDOWSKA,OC/212198/2010,2010-04-20T00:00:00,3087.15  ,OCHRONA,False
Dariusz,Lis,KA/394512/2016,2016/01/19,4081.925,KADRY,false
Antonina,Rutkowska,CZ/756091/2012,2012-06-28,2672.0,CZYSTOå∆,nie ma   
Bernard,Zalewski,MA/579489/2011,2011-09-02,4518.240000000001,MARKETING,Nie
Edmund,Nowak ,MA/865726/2014,2014-12-15T00:00:00,5595.040000000001,MARKETING,tak
Wiktor,Rutkowski,MA/224671/2010,2010/01/10,4811.840000000001,MARKETING,TAK
Zdzis≥aw,jaworski,SP/524910/2017,2017-01-03,3784.5,SPRZEDAØ,nie
Artur,Witkowski,MA/182230/2009 ,2009-11-21,5140.8,MARKETING,NIE MA
wiktoria,Michalak,MA/667713/2012,2012-06-28T00:00:00,3408.0 ,MARKETING,0
bernadeta,Sikora ,KS/640531/2017,2017-12-19,6804.6,KSI GOWOå∆,tak
Karol,czarnecki,SP/469073/2010,2010/03/01,4920.0,,NIE MA
Cecylia,KamiÒska,LO/737948/2014,2014-05-29,4288.086,LOGISTYKA,MA  
IRENEUSZ,Krawczyk,SP/381402/2010,2010-09-17,"4 170,870000000001",SPRZEDAØ  ,True
Zbigniew,Malinowski,SP/616772/2015,2015-05-14,3699.0,,nie ma
Waldemar,Czarnecki,CZ/695377/2010,2010-04-20,2930.0  ,CZYSTOå∆,False  
Bernard,lewandowski,KS/199663/2012,2012/06/28,6277.700000000001,KSI GOWOå∆,TAK
Wanda  ,Lewandowska,KS/883452/2018,2018-03-29 ,4870.8,KSI GOWOå∆,tak
Mieczys≥awa,Nowicka,LO/342956/2014,2014-05-29T00:00:00 ,4221.045,LOGISTYKA,nie
Artur,Jakubowski,KA/539665/2017,2017-07-22,3439.4500000000003,KADRY,NIE
Marcin,Jankowski,MA/971765/2017,,6006.176,MARKETING,Prawda
joanna,GÛrska,KS/841205/2010,2010/09/17,5233.580000000001,KSI GOWOå∆,true
Dorota    ,KOZ£OWSKA,ZA/628623/2017,2017/06/02,92702.50000000001,ZARZ•D,PRAWDA
Czes≥aw,Koz≥owski,SP/734924/2016,2016/03/09,"4 686,0 ",SPRZEDAØ,ma
NATALIA,PAW£OWSKA,KS/661493/2012,2012-01-30,5515.400000000001,KSI GOWOå∆,TAK
Michalina,Michalak ,SP/425339/2017,2017-04-13T00:00:00,3712.5,SPRZEDAØ,nie
Kazimierz,Jakubowski,SP/183998/2012,2012/08/17,4303.65,SPRZEDAØ,NIE MA
Mieczys≥awa,Kowalczyk,SP/873474/2015,2015-08-22,4000.2000000000003,SPRZEDAØ,false
ROMUALD,Kubiak,KA/355319/2018,2018-05-18,"4 366,35",KADRY,NIE MA 
Stefania,Malinowska,LO/609794/2016,2016/06/17,"3 495,15",LOGISTYKA,FA£SZ
Czes≥awa,Paw≥owska,LO/413623/2017,2017-10-30,"4 251,150000000001",LOGISTYKA ,0
Bogdan,Soko≥owski,OC/155819/2010,2010-01-10,"3 736,7000000000003  ",OCHRONA,nie ma
Waldemar,Laskowski,MA/735217/2010 ,2010/01/10,6149.440000000001   ,MARKETING,true
Beata,WÛjcik,LO/549851/2010,2010-04-20 ,4236.705000000001,LOGISTYKA,Tak
Dariusz,W≥odarczyk,MA/658906/2010,2010-07-29,5023.568,MARKETING,PRAWDA
Ma≥gorzata ,Baran,LO/442465/2011,2011/09/02,"4 579,200000000001",LOGISTYKA,False
Marian,Sobczak,SP/786043/2017,2017-06-02T00:00:00,4041.8999999999996,SPRZEDAØ,NIE
Agata,JasiÒska,SP/970807/2010,2010-07-29T00:00:00,5474.700000000001,SPRZEDAØ,tak
Edward,Malinowski,SP/755873/2013,2013-06-13,3906.0,SPRZEDAØ  ,nie ma
Andrzej,woüniak,LO/157848/2016,2016-08-06,"3 494,2050000000004",LOGISTYKA,
 ,Kowalczyk,LO/717223/2015,2015-03-25,3167.1000000000004,LOGISTYKA,nie
Krzysztof,Nowakowski,SP/245101/2011,2011-12-11T00:00:00,5714.115  ,SPRZEDAØ,TAK
Tomasz,Kaümierczak  ,KA/929463/2015,2015-08-22,4466.9295,KADRY,Prawda
rafa≥,SzczepaÒski,CZ/706043/2011,2011-10-22,3332.0,CZYSTOå∆,nie
Michalina,NOWAKOWSKA,OC/699960/2011,2011/07/14,3164.634000000001,OCHRONA  ,Tak
Danuta,WrÛblewska,MA/784811/2018,2018/10/15,"3 896,0",MARKETING,0
Maria,gÛrska,KS/711303/2017,2017-07-22T00:00:00,5226.0,KSI GOWOå∆,Fa≥sz
JÛzef,Sawicki,LO/219711/2013,2013-12-30,4122.09 ,LOGISTYKA,false
marianna,Kwiatkowska,SP/575910/2016 ,2016-04-28,"4 774,049999999999",SPRZEDAØ,nie
Alina ,Mazur,MA/244274/2013,2013/09/21,5229.6,MARKETING ,Fa≥sz
w≥odzimierz,Dπbrowski,KS/406093/2018,2018-02-07,5522.2,KSI GOWOå∆,NIE
Stanis≥aw  ,Krawczyk,CZ/596739/2017,2017-06-02,"3 756,5000000000005",CZYSTOå∆,tak
Stefania ,Mazur,SP/615301/2015,2015-03-25,3225.0,SPRZEDAØ,0
Marta,DUDEK ,LO/217115/2012,2012-11-25T00:00:00,3264.0300000000007,LOGISTYKA,Prawda
Sabina,piotrowska,LO/566117/2012,2012-03-20,3638.5470000000005,LOGISTYKA,1
Ewa,Mazur,LO/330119/2010,2010/12/26,4059.4500000000003,LOGISTYKA,0
Tomasz,SAWICKI,LO/928427/2016,2016-03-09,3000.1050000000005,LOGISTYKA ,NIE MA
stefan,Piotrowski,KA/325548/2013,2013-04-24,"5 056,5650000000005",KADRY,0
Robert,Malinowski,SP/932115/2018    ,2018-08-26T00:00:00,4483.05,SPRZEDAØ,ma 
Halina,stÍpieÒ,OC/222122/2012,2012-05-09,3064.6000000000004,OCHRONA,nie ma
Artur,Zalewski,CZ/865223/2016,2016-11-14,2746.6,CZYSTOå∆,NIE
